num_returns,refund_amount,time_gap,mismatch,category_risk,loyalty,reason_pattern,fraud
1,1268.359188599158,40,0,1,6,1,0
2,2081.8101592355624,39,0,1,7,2,0
2,1573.3677337656143,31,0,2,1,0,0
0,3460.2357139387123,7,0,1,7,0,0
1,3255.3282165369,40,0,4,7,2,1
1,573.5822390862933,42,0,3,7,2,1
2,4347.227592767633,11,0,2,7,2,1
0,2749.966942085913,4,0,2,7,1,1
0,963.2672851683585,34,1,2,1,1,0
2,4657.513547677972,16,0,2,3,1,1
2,4289.744697185736,27,0,2,4,2,0
2,1288.639214538477,44,0,4,8,1,0
1,3924.404303057666,41,0,4,3,2,1
2,2271.8026398327743,36,0,3,7,0,1
0,567.1762507766603,37,0,3,5,0,1
3,2868.9927061148505,30,0,1,2,1,1
1,4585.37097325064,25,1,2,8,0,1
2,3604.51541419806,28,0,2,3,2,0
3,3537.8342770388463,37,0,3,1,1,0
2,3601.238109388682,43,0,3,3,1,1
0,4858.359864841294,29,0,1,5,0,0
1,2113.684463137739,44,1,4,6,1,1
5,449.2313049988438,40,0,3,9,0,0
3,2619.7139537064527,11,1,1,2,0,0
3,1977.4102268013623,5,0,3,4,1,0
2,3518.936603111282,39,0,2,2,1,1
2,1574.9338846663989,12,0,3,7,1,0
0,1245.3624999258984,27,0,3,8,2,0
1,2112.328874142034,21,0,3,6,2,1
2,3498.975732215672,38,0,2,3,0,0
3,1431.144313113416,20,0,1,6,1,0
0,1596.712880737959,29,0,2,9,2,0
2,1170.1272036240518,44,0,4,7,2,0
2,3739.4581693863975,15,0,4,9,2,0
1,623.4093770012962,26,0,4,4,2,0
1,919.2318099818391,9,0,1,3,1,0
3,4303.308222320759,45,0,1,5,1,0
2,1139.333226018553,47,0,2,7,2,0
1,1178.9959664971252,3,0,4,6,2,0
1,1659.2651637805254,25,0,1,5,0,0
2,2770.6705539458217,5,0,3,7,0,1
2,1861.097305918748,12,0,3,9,0,1
2,4179.180410943547,40,0,3,1,2,1
4,4180.464472224546,44,0,3,1,0,1
1,876.5317471020004,8,0,3,1,2,0
3,2043.4549998977852,5,0,3,5,1,0
2,481.31115147421747,21,0,3,8,2,0
0,4581.878165771657,23,0,4,1,0,1
3,736.1027985289224,20,0,3,9,2,1
1,3039.3094315923126,33,0,4,5,2,0
1,2248.994724877263,36,0,4,6,0,1
3,660.9675665637922,32,0,3,2,1,0
2,2764.5186426001906,47,0,1,1,0,0
4,1937.035885727044,14,0,2,8,2,0
0,1215.8149513999567,12,1,3,5,1,0
0,1995.3584845388489,47,1,3,2,2,0
1,1239.189088283348,22,0,1,6,1,0
1,495.0216379313968,8,0,2,5,2,1
2,4170.095383173356,33,0,2,5,0,1
3,325.04877075353846,15,1,3,7,0,1
3,897.3047101030086,26,0,3,2,0,1
1,4441.811288295564,8,0,3,5,0,0
4,4598.821988398638,31,0,2,5,2,1
1,2326.834840017622,21,1,3,7,1,1
0,730.3207638642834,14,0,3,5,2,0
2,230.4197174209585,6,0,3,5,1,0
0,3248.2188511513846,47,0,3,1,2,1
4,1900.9330264473986,46,0,3,4,1,0
6,595.2440299549307,17,0,4,4,1,0
1,4102.193881404364,47,0,3,9,1,0
4,3157.8198333692058,16,0,1,2,1,0
2,392.0991982758443,43,0,1,1,2,0
2,4024.947272548126,44,0,2,1,0,1
1,770.6802798654338,6,0,2,9,0,0
1,4758.363810613932,39,0,3,4,0,0
1,2997.744401837872,9,0,2,3,2,0
1,3900.0325885314405,20,0,4,3,2,0
4,3045.9242481473643,26,1,1,6,2,1
2,2697.1920134641387,11,0,2,7,0,1
1,1089.3698555314852,37,0,3,3,1,0
1,459.9553803113751,22,0,1,8,2,0
3,4341.720418461635,8,0,4,7,1,0
4,252.9701343590026,38,0,2,2,1,0
5,2082.0188024027016,6,0,3,1,2,1
4,1494.389103567002,28,1,2,1,1,0
2,1178.208631378501,43,0,1,3,1,0
3,4016.4806703445515,39,0,4,1,0,1
2,407.8110897894037,45,0,3,5,2,0
1,3278.9400249648725,17,0,2,3,0,1
3,4054.528291851754,8,0,3,3,1,1
2,563.9439796885574,14,0,1,6,1,0
2,2763.8665169198725,13,0,4,9,1,1
0,2047.7021186019526,27,0,4,4,2,0
4,1646.316744016117,16,0,1,4,1,0
3,1990.5345246239383,4,0,4,1,0,0
2,3140.410880746798,10,0,3,5,2,1
2,2714.76519660692,12,0,3,1,0,1
3,4164.835277913586,11,0,2,2,0,0
1,1964.6454162419873,10,0,3,2,0,0
2,1612.2726585111147,8,0,2,5,1,0
6,2051.5336944129613,10,0,1,5,1,0
1,2301.8821088400873,1,1,3,8,0,1
1,2531.15984365008,2,0,2,3,0,1
3,1387.0395035536712,32,0,2,9,1,0
2,4647.842009913533,11,1,1,2,1,1
0,747.0191110862553,19,0,4,9,1,1
2,1299.7565645895068,45,1,2,1,2,0
2,4302.451976085788,42,0,1,5,2,1
2,3558.9654085279653,6,0,4,2,1,1
3,1608.8295627034001,6,0,2,6,2,0
3,568.8681477705248,24,0,4,3,0,1
3,3105.714827056066,41,1,3,2,1,1
0,3105.709848864579,12,0,1,7,0,1
4,817.4670932555639,48,0,3,5,2,0
0,906.8919103914368,36,1,3,5,0,0
1,150.687749744013,45,0,3,5,2,0
2,169.90019864193334,30,0,3,1,2,0
1,4097.6740992566065,3,0,2,1,1,0
3,700.4877974593189,35,0,3,5,0,0
1,4817.040297343883,41,0,3,9,0,1
1,433.7015897780334,15,0,4,2,2,1
4,4123.286674526238,17,0,4,7,1,1
2,4884.319621219327,20,1,3,9,0,1
3,4808.987623150836,26,1,1,4,0,0
2,3116.0949099654645,19,0,2,8,2,0
2,1291.7504683279135,8,0,4,6,0,1
0,136.98952969219033,45,0,1,3,2,0
2,3114.1850387081627,12,0,3,4,1,1
2,220.64971364138103,21,0,1,1,0,1
2,3275.2686311269135,39,0,4,2,1,0
2,2686.6826443799355,1,0,1,6,2,0
4,318.20658976271585,15,0,2,9,1,0
1,2089.943017177583,2,0,4,5,2,1
4,1585.1566190319434,30,0,3,7,1,0
4,717.0622728689315,24,0,2,8,1,0
1,3607.072824758112,37,0,2,9,1,0
0,3369.821874222584,22,0,4,2,2,1
0,4919.296402991563,39,0,4,9,2,1
1,3708.941055074022,27,0,3,9,0,0
2,502.40036912481276,14,0,4,2,0,0
3,1337.4763288509942,9,0,4,2,0,1
2,1594.3079599785938,11,0,3,4,2,0
1,4802.867705025102,46,1,3,6,2,1
4,3369.670590704069,12,0,1,6,1,0
1,649.2035431688338,31,0,3,4,2,0
1,1011.4936373877188,12,0,4,3,0,0
3,2282.768466085355,41,0,3,4,1,0
2,2000.1327436189843,42,0,1,6,2,0
1,4412.319841972489,10,1,3,8,1,1
0,3408.58018879871,11,0,1,3,2,1
2,3738.1968052509146,36,0,4,3,2,0
3,884.4098201054913,8,0,2,5,1,0
1,680.9416039772534,37,0,3,6,2,0
3,3356.089923743449,20,1,3,2,2,1
1,4897.919898266753,19,0,4,5,0,0
3,2044.4383084316003,20,0,1,7,0,1
1,4325.822185562342,25,0,1,8,2,1
1,1071.7244142712916,31,0,3,4,2,0
1,4953.506198373231,16,0,2,3,0,1
4,3118.777526846173,38,0,4,6,0,1
2,4690.344393202865,37,0,1,2,2,1
0,4346.030600610987,20,1,2,8,2,0
1,527.3878938933937,7,0,4,4,2,0
4,4207.839402563493,22,0,2,4,1,1
4,2653.1862534332977,15,0,1,1,0,0
3,1505.7679858085094,18,0,2,2,2,0
0,2806.798634688393,2,0,4,9,0,1
2,1085.3942229427903,27,0,1,1,1,1
2,659.6382139599998,48,0,3,3,0,0
2,4735.573961443227,11,0,2,1,2,1
1,2676.5533767917295,39,0,4,2,2,0
0,1563.2142610582348,13,0,1,7,0,0
3,4386.224739530248,18,0,1,5,2,1
3,3313.393965174683,41,0,4,9,1,1
0,2115.4211614490087,7,0,1,3,0,0
1,3483.065571703452,38,0,3,5,2,1
1,1033.0650321498194,46,0,4,5,1,0
3,642.2490979060325,30,0,3,3,2,1
1,3948.909716005041,3,1,4,4,2,1
3,2835.5179926192595,24,1,4,8,1,0
1,219.7016636095322,14,0,3,1,1,1
7,1325.2136642419061,32,0,2,9,0,1
4,2066.6991797129385,10,0,3,6,2,0
3,1628.7472649516576,12,0,2,1,0,1
5,487.72076558998754,9,0,4,6,0,1
2,3236.800717403234,48,0,1,7,0,1
2,287.815359528665,27,0,3,4,1,0
2,1738.5847332096382,31,0,4,4,1,1
1,3579.103940693906,34,0,1,3,0,1
3,1895.4487061264858,32,0,3,1,0,0
1,2835.759333057508,34,0,4,1,2,0
1,1761.013182152053,20,0,4,6,0,1
2,1454.6466264913056,30,0,1,9,2,0
2,4054.4678742330493,5,0,3,7,1,1
1,4488.520614359288,20,0,3,8,1,1
1,1689.7976710440037,39,1,1,8,1,1
5,3976.33008627651,15,0,4,3,2,1
4,1119.199085273003,19,0,2,1,0,0
3,2927.0208425328015,32,0,4,4,0,0
1,3066.849951668883,10,0,1,2,1,1
0,2028.552733293179,16,0,1,7,2,1
2,2013.5330443403323,12,0,1,8,1,0
1,3653.5598535668155,17,0,2,7,1,0
3,2147.8025500685717,40,0,1,8,0,0
4,4025.5043468766144,6,1,2,7,1,0
1,4866.318468204991,39,0,1,3,2,0
1,967.643702143835,1,0,2,9,1,0
4,380.4980639763956,44,0,3,6,0,0
1,2971.7778076363707,41,0,3,6,2,0
1,1008.1548767752778,33,0,3,5,2,0
4,4698.522565005199,19,1,3,5,2,1
1,3374.1704435765387,26,0,2,4,2,0
4,3842.8797039104174,9,1,1,8,1,0
1,3481.2914167981335,31,0,1,2,1,0
1,294.3929964303506,41,0,3,1,2,1
1,4605.128659707492,42,0,3,4,1,1
3,3611.0322676025144,25,1,4,1,2,1
6,836.870896950614,26,1,1,3,1,1
2,4510.168659202493,48,0,1,5,1,1
2,4517.335250060799,4,0,2,7,0,0
6,4363.751558617401,41,0,1,1,1,0
1,4712.385274270515,13,0,1,4,0,1
3,4772.4638595238675,9,0,4,6,2,0
0,1063.8049761628458,8,0,3,1,0,0
1,870.7730833295103,26,0,4,5,0,0
2,237.8642536230202,21,0,3,1,2,0
2,2447.0533469595134,35,0,3,8,2,0
0,794.4468217509906,30,0,3,2,0,0
0,4943.332149981475,22,0,1,2,2,1
0,1640.6459855646788,7,0,1,2,2,0
3,3790.1231380637328,22,0,4,1,1,0
2,4019.8267527717862,36,0,2,1,2,1
2,923.8162682962779,20,0,4,7,0,1
0,2134.4713630085407,7,0,3,4,2,0
4,1753.5499776099364,17,0,2,7,0,1
2,2478.622143826718,6,0,1,5,2,0
4,3416.2121712702683,22,1,3,7,1,0
1,1186.6964683051076,45,0,1,4,1,0
0,2060.5016396532515,22,0,4,4,2,0
2,1756.965334697619,17,0,1,3,0,1
1,2143.382751248828,23,0,4,1,1,1
2,357.25403972890035,15,0,2,5,1,0
1,1797.8349712782376,47,0,1,8,1,0
4,4736.816494628327,10,0,4,6,0,0
1,2317.284166888607,38,0,1,4,2,0
3,4932.29974098259,11,0,1,5,0,0
1,3785.5884146571475,27,1,1,9,0,1
1,1614.5387787153772,4,0,2,3,2,0
1,371.1866740619949,4,0,4,1,0,0
1,4629.44454884495,19,0,3,8,1,0
0,622.1045300646026,3,0,1,8,1,0
5,2218.702088359846,43,0,4,1,0,0
2,3872.4077904668507,23,0,1,6,1,0
3,2936.0216886297285,19,0,4,9,1,1
1,4599.116595448612,35,0,1,4,0,0
1,4453.426642740404,11,0,4,7,0,0
0,4481.276196638628,2,0,4,1,2,0
2,3761.2874999489827,4,0,2,1,2,1
2,4680.25216513271,12,1,1,9,2,1
2,1573.9036569983964,35,0,1,7,0,0
4,1751.6007867293883,1,0,3,5,2,0
1,1882.2633997054384,35,0,3,3,1,0
1,2456.7210146081,43,0,4,4,0,0
0,1475.714702193114,40,0,4,5,2,1
2,1512.0102602952056,48,0,3,1,0,0
2,3480.8968751612133,13,0,3,4,0,0
5,3617.812622400772,37,0,3,2,0,1
2,4990.970202239076,22,0,4,2,2,0
1,4646.312874945666,38,1,2,2,0,0
3,4376.537522818448,23,0,2,4,1,0
1,4688.688570534923,30,1,4,9,1,1
1,1434.7641712559578,15,0,4,6,2,0
5,1329.2947274317094,8,0,3,8,2,1
1,1158.3274556093606,25,1,1,5,1,1
1,1668.757700937368,26,0,1,9,0,0
3,4479.331594548288,41,0,3,3,1,0
6,1912.902077679898,15,1,3,3,0,1
2,2622.178368229685,42,0,3,7,2,0
2,2102.055172262179,3,0,3,7,2,0
5,4046.605908252901,8,0,3,7,1,0
1,3389.5573689499242,42,1,2,3,2,0
1,4196.607956480193,7,0,2,1,0,0
2,1607.6441849058185,17,0,1,5,0,0
0,170.4944033183992,31,1,3,5,0,1
0,3478.194796352313,13,0,1,5,0,1
2,1669.9505819576057,8,0,2,5,2,1
1,328.63905886737257,26,0,3,8,1,0
0,2830.142041532913,38,0,2,2,2,0
2,1421.1300146689057,33,0,1,8,2,0
1,4017.9879965643513,37,1,3,8,0,1
1,802.495872077171,31,0,4,4,1,1
0,3262.5527095814623,29,0,4,4,0,1
4,2555.453447742583,45,0,2,9,1,0
1,3271.9514092989584,37,0,2,6,2,0
2,1576.2016487218925,28,0,2,9,0,0
3,1794.1610722003677,42,1,1,8,1,1
6,1219.346883148826,40,0,1,6,1,0
2,2894.377456861002,12,1,3,1,2,1
0,2039.7285938628074,33,1,2,4,2,0
0,2284.5312637775446,9,0,2,8,1,0
2,4501.467573821755,2,0,2,7,2,0
1,3251.0986008514283,42,0,4,3,2,1
1,3579.3727623268505,45,0,2,1,2,0
2,3338.597216010527,22,0,1,2,2,0
6,2401.762134690298,25,0,3,4,0,1
3,3424.299034652979,13,0,3,6,0,1
3,3149.471680057538,36,0,1,3,0,0
3,1516.8224260412833,8,0,3,6,0,0
1,1700.7307981176905,33,0,3,9,0,0
1,1865.6248656289436,29,0,2,4,1,0
1,2556.867136065235,25,0,2,9,0,0
1,3210.2132836756396,38,0,3,9,0,1
2,1596.1370722121649,19,0,1,2,1,1
1,3827.910673181308,18,0,2,6,0,1
1,1976.0637371671335,34,0,1,8,1,0
1,1164.357088828981,28,0,3,1,1,0
1,697.4100957473833,10,0,4,6,2,0
1,3402.406857369344,14,1,1,5,2,0
2,2968.2946061348107,20,0,2,6,0,1
1,300.3144272648179,46,0,4,6,0,0
2,1784.7294988623833,39,1,4,5,0,1
3,4935.78970014609,48,0,4,4,1,0
2,141.36117303940506,25,0,2,3,1,0
4,1549.8645510653644,35,0,1,9,2,1
3,398.75888854808966,41,0,1,5,0,0
2,2978.702753747668,8,0,2,9,1,0
5,3196.2633441174835,38,0,4,5,1,1
1,3754.682376192676,27,1,2,9,1,0
1,669.2669742507235,27,0,3,9,0,0
2,1493.3203837352003,17,0,4,2,2,0
6,3222.160354648706,8,0,3,1,0,1
4,1224.164493878395,18,0,2,8,0,1
2,4023.782045880011,18,0,4,9,1,0
1,2401.406272759282,42,0,3,7,1,0
1,894.3971330193976,20,0,1,5,1,0
2,2806.5311518193007,42,0,2,5,1,1
1,2430.1627751603096,17,0,3,9,1,1
0,3579.391879841401,49,0,3,9,1,1
1,2758.268884401281,7,0,4,6,0,1
2,3545.68966376249,42,0,2,7,2,0
3,3092.2245052139665,21,0,4,3,1,0
1,2627.2269299451104,37,0,2,7,2,0
1,4098.614770987868,40,0,4,2,2,1
1,2279.1857617294877,48,0,1,1,2,0
6,383.1479310187708,38,0,3,5,1,0
1,2352.118988310359,36,0,2,8,0,0
1,4701.1500898301965,6,0,4,2,1,1
2,3999.863394806266,27,0,2,2,1,0
3,3657.3519925340206,5,0,3,9,0,0
3,1530.504594458022,30,0,4,2,1,0
3,1819.974965157768,20,0,4,6,1,0
0,1775.302476300941,38,1,3,8,1,0
1,4570.7892925563665,21,0,3,5,1,1
1,504.34514533526976,41,0,1,5,1,0
3,4709.180994700564,36,0,2,8,0,0
0,1574.0021503431742,40,0,4,1,0,0
3,3505.180856436617,42,0,2,3,0,1
2,904.9767966274999,31,0,1,8,1,0
2,2996.9672706347815,15,1,3,6,2,1
2,2131.711958505719,3,0,3,8,0,1
3,1756.5463003447433,25,0,4,6,1,0
2,4155.231982994486,30,0,2,8,0,0
4,3175.0012651253587,36,0,4,6,0,1
4,4229.503994118471,22,0,4,2,0,0
3,3255.9599716550238,7,0,2,7,0,1
2,615.6903396241883,25,0,3,9,1,1
0,4586.104517467986,36,0,4,1,1,1
0,341.92364146203795,38,0,1,3,2,1
1,1711.5961162819792,42,0,3,2,0,1
0,2802.298919158453,36,0,1,5,2,0
9,1722.079517977389,15,1,3,2,1,1
2,2961.4060641735027,40,0,3,4,2,0
1,1708.1190900442875,9,0,1,7,1,0
0,2309.368896952926,45,0,2,8,1,0
3,3304.6938076963606,15,0,4,5,1,0
4,4513.816403904988,44,0,2,8,0,1
4,3465.776050265682,24,0,2,8,0,1
1,2157.228806812066,24,0,1,6,2,0
2,130.01897809763653,27,0,1,4,2,0
5,1925.8864562308747,22,0,3,4,1,0
4,1980.8105988077173,15,0,1,8,2,0
3,1875.0804294211084,47,0,3,5,2,0
3,4835.751027302439,19,1,3,1,1,1
1,3558.62019111694,7,0,2,2,2,0
2,4483.463364187308,45,0,3,4,0,1
3,2403.1535046567715,6,0,1,3,0,0
3,2253.001827743807,44,0,4,3,1,0
0,1094.5760345855915,12,0,4,5,1,1
1,652.6047654502436,18,0,3,8,1,0
1,4381.883733146102,11,0,3,9,2,0
0,4620.105198751362,29,0,2,6,2,0
4,816.8620098560975,41,0,4,7,0,0
1,2878.8972958365653,43,0,4,4,0,0
4,2939.2499098109583,30,0,1,7,2,0
2,1865.4755894966524,2,0,4,1,1,1
3,1241.3123363720472,13,0,3,7,2,0
2,521.5470755240973,18,0,4,7,0,0
6,584.6249609739485,26,0,1,5,0,1
3,202.34714957945351,30,0,4,3,1,0
0,2585.1959790427663,40,0,2,2,1,0
2,4510.490331088504,5,0,3,7,0,0
0,1572.4238478843306,38,0,3,2,0,0
2,2532.4463661468626,42,0,4,7,1,1
1,2273.1177759919624,21,0,4,4,0,0
2,620.807036616696,13,0,3,1,1,1
3,4863.525533447468,23,0,1,3,2,1
3,1938.624060001722,39,0,2,9,1,0
5,619.054510573857,7,0,3,9,2,1
1,3212.2592017792977,38,0,3,1,2,0
2,1920.7903450322863,22,0,3,8,0,0
4,375.30961663624765,49,0,3,7,0,1
5,1167.59674744582,14,1,4,8,2,1
2,1215.0420193118323,35,0,4,9,2,0
5,2958.7242044401496,14,0,1,6,1,1
3,1070.0595960936557,37,0,2,9,1,0
1,4265.8411067931975,17,0,1,9,2,0
1,2138.623354595007,1,0,3,8,0,1
2,4796.637219264779,11,0,2,9,2,0
0,268.53075520229163,2,0,1,5,2,0
0,3279.465026821619,15,0,1,2,1,1
4,4799.32174261525,23,0,1,7,2,0
4,4590.620329056713,12,0,3,4,0,1
0,495.5504973827537,38,0,1,3,0,0
4,4218.751783710371,11,1,4,6,1,0
2,2115.398564877923,10,0,1,8,0,0
0,1502.6868343503893,37,1,3,1,2,0
2,2148.2091068820287,45,0,4,8,2,1
1,1233.2295797440988,3,0,3,6,0,1
0,150.61057190035035,33,0,4,9,1,1
3,1337.9336752011877,12,0,1,9,0,0
2,2206.3162826685693,13,0,1,8,0,0
3,1760.0214336127012,17,0,3,7,2,0
4,1728.7470966583155,32,0,1,1,0,0
0,2342.9779781845964,2,0,3,8,1,0
0,1195.2283887567783,27,0,4,1,2,0
4,2774.787694738384,45,0,1,1,2,0
2,3706.1077864970166,41,0,3,7,1,0
3,955.1888033025992,14,0,3,9,2,1
1,2872.303964649509,40,0,3,3,2,0
1,3392.6923183853005,30,0,2,8,1,0
1,1370.6826443942728,21,0,2,1,0,0
5,4989.384814694207,47,0,1,7,1,0
1,4506.603112663224,21,0,3,3,1,1
2,2325.532287046761,4,0,3,7,2,0
5,923.7071366699706,28,0,3,9,0,1
0,4090.566580241039,26,0,1,4,0,0
2,4015.3144207789533,48,0,1,4,1,0
2,1664.4506714025779,45,0,1,6,2,0
2,4788.59632402649,28,0,2,9,1,1
1,3652.924405861648,13,0,4,2,0,0
1,1724.2432017087815,12,0,4,9,0,0
2,2820.213377024339,42,0,4,5,0,0
1,3002.780524036001,4,1,4,3,0,0
3,2889.020271419111,2,0,1,8,0,1
1,1793.4367633586169,40,0,1,5,1,0
0,4518.049080931751,38,0,4,7,0,1
2,2453.281956310859,9,0,2,7,0,0
1,2336.828176534238,1,0,3,2,1,0
2,2890.8091471982275,42,0,3,5,1,1
5,1281.7850871229934,39,0,4,9,0,1
2,3974.917074609712,35,0,3,3,1,0
3,1920.4847027039973,13,0,1,8,0,0
1,2201.712666911495,37,0,4,9,2,0
0,1544.936035757104,24,0,2,2,2,0
2,3237.967799290806,9,0,3,5,1,0
4,3436.610385035037,20,0,3,2,2,1
0,925.3885947432053,35,0,4,4,2,0
3,1050.2248325527553,33,0,1,5,1,0
4,1241.8252289116729,23,0,4,6,2,0
2,2844.8537430295437,21,0,1,7,1,1
0,4282.926663929991,13,0,4,8,1,1
2,2891.5178984522604,44,1,4,6,0,0
0,3555.777890864702,48,0,1,5,2,1
1,1602.184638006206,24,0,2,3,1,0
2,3676.5929705042327,3,0,3,3,1,1
1,2339.7740295074454,12,0,4,6,2,0
0,4457.405639630524,19,1,2,3,2,1
3,4553.727032585777,47,1,3,4,0,0
3,2940.2889143960924,23,0,1,6,0,0
1,3632.121102675704,4,1,3,3,2,1
2,940.5759686614401,23,0,4,8,2,0
3,3292.351460097974,12,0,3,8,1,0
1,3496.452202742891,3,0,3,1,2,1
2,391.32274995509675,44,0,2,3,2,1
1,2492.5540589713064,28,1,3,4,0,0
1,1942.7967351903321,3,0,1,1,2,0
4,4373.969951370986,22,0,4,3,1,0
1,448.29292322425766,3,0,3,7,2,0
3,3472.045070675416,25,0,3,5,2,0
3,1181.4525856790947,21,0,3,2,1,1
3,4903.160844195508,32,1,4,4,2,1
3,3988.938765489337,24,0,2,9,1,1
3,1054.8541062341112,30,0,3,9,1,0
1,3689.7642225229624,44,0,3,3,0,0
1,3117.139884234797,45,0,3,2,2,1
2,3325.1412212637715,15,0,4,8,1,0
0,2881.001503145828,20,0,3,3,2,0
2,4444.852289558399,43,0,2,9,1,0
2,933.0891301364928,30,0,1,5,0,1
0,4137.562622556606,24,0,2,9,0,1
2,582.3591370619451,5,0,3,1,2,1
4,2039.8148181739004,7,0,4,3,2,0
0,968.7071717263042,29,1,2,1,0,1
2,2605.1207647342276,8,0,2,7,1,0
4,1415.9439977700956,7,0,3,6,1,0
4,4204.298784190194,27,0,1,1,0,0
4,4574.676583321426,21,0,2,1,2,1
2,1640.0703070761938,20,0,4,6,2,0
3,2413.1160166974782,20,0,2,1,0,0
2,2649.3752806450816,37,0,2,7,0,0
3,1754.0109127924732,19,0,1,3,2,0
0,4598.8314470819,7,0,3,5,1,0
1,4048.649993125741,15,0,1,8,1,1
2,4969.12939556077,14,0,1,5,2,0
0,957.8448434621884,13,0,4,9,2,0
1,2677.935970232477,37,0,2,5,2,0
2,3077.0377424770168,34,0,1,4,2,0
3,1314.3016667095983,46,0,1,3,2,0
2,1919.263265203552,37,0,2,1,2,1
1,2132.845302143128,33,0,3,8,1,0
2,2718.6748292558636,16,0,3,1,0,0
2,106.3387971648365,36,0,3,5,1,0
4,4458.991656457455,5,0,1,8,1,0
0,1626.4602265671856,41,0,1,5,0,0
1,2201.292137752703,42,0,2,9,2,0
1,3144.9684389952217,40,0,4,9,2,1
4,2948.301583872394,35,0,2,7,1,0
4,2016.3108415380837,12,0,2,1,0,1
1,3299.53433253868,35,0,2,9,2,0
1,3020.9962750624313,36,1,1,6,1,0
1,1646.095451243611,35,0,2,5,2,0
1,3072.5637604102203,25,0,1,3,2,0
2,182.0930292634249,45,0,1,8,2,0
2,616.5817807079754,2,1,4,4,2,1
2,1111.8729850469729,43,0,1,3,1,0
4,4681.467524069522,2,0,2,2,1,1
2,1922.9347949891621,39,0,4,5,2,1
1,4468.857391301371,18,0,2,2,0,0
0,4865.639502153418,24,0,2,7,1,0
5,100.13296989251313,23,0,1,4,2,1
1,2987.2691271152094,19,0,1,9,0,0
2,2452.8362169428124,3,0,4,9,2,1
4,3412.6087555428417,29,0,4,8,2,1
2,1644.1824234989701,43,0,2,5,0,1
2,2997.250236707058,17,0,2,7,2,0
0,774.2730204974139,39,0,2,6,2,1
4,722.9294415086258,46,1,3,6,0,1
1,343.1313032724002,1,0,4,2,2,1
1,2875.2949124916263,37,1,1,6,1,0
0,205.25346108810635,18,0,3,4,1,0
3,4753.535338790876,10,0,4,5,1,0
2,3904.4846525407424,32,0,1,1,2,0
3,1550.075401344552,38,0,3,8,2,0
3,887.339601592691,32,0,3,8,0,0
0,4075.612287809984,1,0,2,8,0,0
1,3417.2161699914013,31,0,3,8,0,1
8,3853.6669261065213,10,0,1,2,2,1
0,3258.125143968695,42,0,4,3,2,0
2,237.88292195069621,38,0,1,7,0,0
2,601.5389471193882,6,0,3,2,0,0
1,4450.183108448782,1,1,4,2,2,1
2,4923.381204184393,11,0,4,8,1,0
2,733.7240227669129,23,0,3,7,1,1
2,1684.6771654243526,2,0,4,6,1,0
0,1800.958439021353,6,0,3,1,1,1
2,2694.5589323969116,31,0,1,1,0,0
1,946.3067963161955,18,0,2,6,1,0
2,551.6786800339246,40,0,1,3,2,0
6,1112.6577212464558,41,0,1,4,0,1
1,716.8975033858308,41,0,3,3,0,0
6,4003.510672218251,13,0,3,4,0,1
4,2504.0039393116144,18,0,4,6,2,0
3,1578.4489543663828,20,0,1,5,1,0
1,3080.148527689239,36,0,2,3,1,0
2,3973.2781143056577,19,0,2,3,1,1
0,3436.512137096875,26,0,1,6,0,1
0,559.3844251617542,7,0,3,5,0,0
2,3049.828374183223,37,0,2,4,1,1
1,4636.520692140809,16,0,1,4,0,0
2,2174.1780576216415,27,1,4,2,0,1
2,2764.213940594781,39,0,4,4,1,0
3,3716.8084085561427,36,0,4,6,1,1
5,2604.203262740968,16,0,2,5,1,0
1,548.1975129100822,22,0,1,1,0,0
0,3392.536228212445,10,0,3,4,0,1
4,3807.098403058946,16,0,1,8,2,0
2,192.44295372974108,14,0,4,2,0,1
1,1473.1010517023417,46,0,1,5,1,0
1,536.8687419319156,39,0,4,2,1,1
2,3581.0759303607906,47,1,1,1,1,1
1,4165.5820362491195,30,0,3,6,2,0
1,2985.3000650182794,19,0,4,1,1,1
2,782.792534296986,7,0,4,7,2,1
5,2523.9885747055737,16,0,1,1,1,0
0,573.5609094554161,43,0,3,9,0,1
4,2993.635232376187,29,0,3,6,2,0
2,1332.350975232465,47,0,2,3,1,0
0,4395.8041406348175,37,0,1,1,0,0
1,3352.487316677957,19,0,2,5,2,1
1,1830.7286984495595,42,0,2,7,1,0
4,4112.006761714811,25,0,2,2,2,1
4,3448.5313255857513,46,0,2,5,0,0
0,4717.460134016132,21,1,3,7,2,0
3,2467.0290619299526,7,0,1,6,0,0
6,2789.235772666208,44,0,4,1,1,0
1,2072.5502737211154,45,0,4,9,2,0
2,4871.0163433349535,25,0,1,9,1,0
2,1897.0791534656078,48,0,3,1,1,1
2,4344.935738601661,21,0,1,3,1,0
3,2096.4912256344905,16,0,4,5,1,0
2,721.1993402111656,32,0,3,4,2,0
3,4403.951858936857,31,1,3,3,2,1
0,4373.167031282867,21,0,1,5,0,0
4,1454.9786826564646,14,1,1,1,2,0
0,1910.5125608684664,46,0,1,6,2,0
1,1373.203610159124,27,0,3,8,2,0
2,1477.6521960527796,27,0,1,8,2,0
2,3098.171295828247,11,0,3,9,1,0
2,4994.006251126248,40,0,4,3,0,1
3,4479.407280597699,36,0,4,1,1,1
1,864.469325576325,37,0,4,9,1,0
3,3539.693751869419,38,0,3,5,0,0
0,449.6461399094281,12,0,4,3,1,0
